,Сетей теплоснабжения,Сетей холодного водоснабжения,Сетей горячего водоснабжения,Сетей электроснабжения,Сети газоснабжения,Станций водоподготовки,Водонасосных объектов,Объектов водозабора,Сетей водоотведения,Очистных сооружений канализации,Канализационных насосных станций,Котельных,Тепловых пунктов,Unnamed: 0,T,Po,P,Pa,U,Ff,ff10,ff3,Tn,Tx,VV,Td,tR,Tg
1107,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,731423,-0.8,734.3,756.7,1.0,95,2,11,12,-0.9,3.5,50.0,-1.5,12,10
1108,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,731428,-0.9,733.3,755.6,1.1,99,3,11,12,-0.9,3.5,20.0,-1.1,12,10
1109,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,731433,-0.6,732.2,754.4,0.8,99,3,11,12,-0.6,3.5,10.0,-0.7,12,10
1110,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,731438,-0.4,731.4,753.6,0.2,99,2,11,12,-0.4,3.5,10.0,-0.5,12,10
1111,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,731443,-0.1,731.2,753.4,-0.5,99,2,11,12,-0.9,3.5,10.0,-0.2,12,10
1112,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,731448,2.1,731.7,753.7,-0.7,97,1,11,12,-0.9,3.5,10.0,1.7,12,10
1113,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731369,-2.8,737.6,760.2,0.3,94,5,11,12,-0.9,3.5,4.0,-3.7,12,10
1114,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731374,-2.2,737.3,759.8,0.9,97,3,11,12,-0.9,-0.3,4.0,-2.6,12,10
1115,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731379,-1.7,736.4,758.8,0.1,94,4,11,12,-0.9,3.5,20.0,-2.6,12,10
1116,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731384,-0.6,736.3,758.8,-0.1,96,3,11,12,-0.9,3.5,10.0,-1.2,12,10
1117,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731389,-1.1,736.4,758.8,7.6,97,1,11,12,-1.7,3.5,10.0,-1.5,12,10
1118,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731394,-1.6,728.8,758.8,-7.4,99,1,11,12,-1.6,3.5,10.0,-1.7,12,10
1119,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731399,-1.2,736.2,758.6,0.0,99,1,11,12,-0.9,3.5,10.0,-1.4,12,10
1120,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731404,-1.1,736.2,758.6,0.4,99,1,11,12,-0.9,3.5,10.0,-1.3,12,10
1121,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731289,-5.5,746.4,769.5,-1.4,92,3,11,12,-0.9,3.5,10.0,-6.6,12,10
1122,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731294,-5.1,747.8,770.9,-0.2,74,3,11,12,-0.9,-3.7,10.0,-9.0,12,10
1123,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731299,-4.3,748.0,771.1,-0.2,62,4,11,12,-0.9,3.5,50.0,-10.5,12,10
1124,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731304,-3.9,748.2,771.2,0.8,75,3,11,12,-0.9,3.5,50.0,-7.8,12,10
1125,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731309,-5.0,747.4,770.5,1.2,84,4,11,12,-5.7,3.5,10.0,-7.3,12,10
1126,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731314,-5.6,746.2,769.3,0.9,91,3,11,12,-5.7,3.5,10.0,-6.8,12,10
1127,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731319,-5.5,745.3,768.3,0.9,90,2,11,12,-0.9,3.5,10.0,-6.9,12,10
1128,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,731324,-5.1,744.4,767.3,1.2,86,3,11,12,-0.9,3.5,10.0,-7.1,12,10
1129,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740634,2.5,741.2,763.5,-0.2,65,5,11,12,-0.9,3.5,50.0,-3.4,12,10
1130,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740639,2.9,741.4,763.6,-0.9,61,5,11,12,-0.9,5.4,50.0,-3.9,12,10
1131,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740644,4.2,742.3,764.4,-1.4,51,4,11,12,-0.9,3.5,50.0,-5.2,12,10
1132,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740649,4.6,743.7,765.8,-0.6,50,6,10,13,-0.9,3.5,50.0,-5.0,12,10
1133,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740654,-0.1,744.3,766.9,0.0,67,3,11,12,-0.9,3.5,50.0,-5.5,12,10
1134,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740659,-3.1,744.3,767.2,0.5,80,2,11,12,-3.2,3.5,50.0,-6.1,12,10
1135,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740664,-3.0,743.8,766.6,1.2,81,2,11,12,-0.9,3.5,50.0,-5.8,12,10
1136,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,740669,-1.9,742.6,765.3,0.0,78,4,11,12,-0.9,3.5,50.0,-5.2,12,10
1137,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739398,0.0,727.4,749.4,-0.7,100,3,11,12,-0.9,3.5,10.0,0.0,12,10
1138,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739403,1.5,728.1,750.0,-0.8,92,4,11,10,-0.9,3.8,10.0,0.3,12,10
1139,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739408,3.2,728.9,750.7,-1.2,67,4,11,10,-0.9,3.5,50.0,-2.4,12,10
1140,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739413,2.3,730.1,752.0,-0.7,75,4,11,10,-0.9,3.5,50.0,-1.8,12,10
1141,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739418,0.5,730.8,752.8,-1.0,99,4,11,12,-0.9,3.5,10.0,0.4,12,10
1142,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739423,-0.7,731.8,754.0,-0.7,99,3,11,12,-1.6,3.5,50.0,-0.8,12,10
1143,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739428,-1.4,732.5,754.8,-0.5,96,3,11,12,-0.9,3.5,50.0,-2.0,12,10
1144,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,739433,-0.6,733.0,755.2,0.2,91,3,11,12,-0.9,3.5,50.0,-1.9,12,10
1145,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,738194,13.8,745.5,766.9,0.6,31,3,11,12,-0.9,3.5,50.0,-3.2,12,10
1146,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,738199,18.1,744.9,766.0,-0.3,23,3,11,12,-0.9,19.6,50.0,-3.2,12,10
1147,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,738204,19.3,745.2,766.3,-0.1,21,1,11,12,-0.9,3.5,50.0,-3.7,12,10
1148,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,738209,17.9,745.3,766.4,-0.2,24,2,11,12,-0.9,3.5,50.0,-2.9,12,10
1149,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,738214,15.4,745.5,766.9,0.8,31,1,11,12,-0.9,3.5,50.0,-1.8,12,10
1150,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,738219,8.7,744.7,766.5,1.6,55,0,11,12,3.8,3.5,50.0,0.0,12,10
1151,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,738224,5.9,743.1,765.1,1.3,55,1,11,12,-0.9,3.5,50.0,-2.5,12,10
1152,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,738229,7.0,741.8,763.7,1.3,52,1,11,12,-0.9,3.5,50.0,-2.2,12,10
1153,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736954,11.9,736.9,758.2,-0.3,56,2,11,12,-0.9,3.5,50.0,3.4,12,10
1154,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736959,14.0,737.2,758.5,-0.6,45,2,11,12,-0.9,16.5,50.0,2.3,12,10
1155,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736964,14.7,737.8,759.0,-0.6,45,4,11,11,-0.9,3.5,50.0,2.9,12,10
1156,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736969,15.1,738.4,759.7,-0.7,42,5,11,12,-0.9,3.5,50.0,2.3,12,10
1157,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736974,13.5,739.1,760.4,-0.2,51,4,11,12,-0.9,3.5,50.0,3.6,12,10
1158,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736979,9.6,739.3,760.9,0.3,68,2,11,12,5.2,3.5,50.0,3.9,12,4
1159,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736984,5.3,739.0,761.0,0.1,80,3,11,12,-0.9,3.5,50.0,2.1,12,10
1160,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,736989,6.0,738.9,760.8,-0.1,76,2,11,12,-0.9,3.5,50.0,2.1,12,10
1161,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,735758,15.6,739.75,760.0,0.0,95,2,11,12,-0.9,3.5,20.0,14.8,12,10
1162,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,735763,18.3,727.5,748.2,-0.4,83,2,11,12,-0.9,20.0,50.0,15.3,12,10
1163,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,735768,18.6,727.9,748.6,-0.4,80,1,11,12,-0.9,3.5,50.0,15.1,12,10
1164,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,735773,16.3,728.3,749.2,0.1,91,1,11,12,-0.9,3.5,20.0,14.9,12,10
1165,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,735778,15.5,728.2,749.1,-0.1,96,1,11,12,-0.9,3.5,20.0,14.9,12,10
1166,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,735783,15.1,728.3,749.3,-0.2,99,1,11,12,14.6,3.5,2.0,14.9,12,15
1167,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,735788,14.8,728.5,749.5,0.1,99,2,11,12,-0.9,3.5,0.2,14.6,12,10
1168,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,735793,15.0,728.4,749.4,-0.4,99,0,11,12,-0.9,3.5,0.2,14.8,12,10
1169,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,734514,13.5,741.1,762.4,0.6,97,2,11,12,-0.9,3.5,50.0,13.1,12,10
1170,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,734519,15.1,740.5,761.6,1.2,97,2,11,12,-0.9,19.0,50.0,14.7,12,10
1171,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,734524,16.2,739.3,760.3,0.9,98,1,11,10,-0.9,3.5,50.0,15.9,12,10
1172,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,734529,17.1,738.4,759.4,1.0,83,2,11,12,-0.9,3.5,50.0,14.1,12,10
1173,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,734534,15.2,737.4,758.5,1.1,92,3,11,12,-0.9,3.5,50.0,13.9,12,10
1174,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,734539,13.8,736.3,757.5,1.2,99,3,11,12,13.7,3.5,10.0,13.6,12,14
1175,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,734544,14.0,735.1,756.1,0.6,97,3,11,12,-0.9,3.5,4.0,13.6,12,10
1176,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,734549,14.7,734.5,755.5,0.0,91,4,11,10,-0.9,3.5,10.0,13.2,12,10
1177,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185117,0.6,731.8,750.8,-0.4,97,7,13,15,-0.9,3.5,10.0,0.2,12,10
1178,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185118,0.6,732.2,751.3,0.0,99,7,12,14,-0.9,0.6,10.0,0.5,12,10
1179,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185119,0.6,732.2,751.3,0.2,98,7,13,14,-0.9,3.5,20.0,0.3,12,10
1180,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185120,0.1,732.0,751.1,-0.8,99,7,12,12,-0.9,3.5,4.0,0.0,12,10
1181,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185121,-0.4,732.8,751.9,-0.2,99,6,11,10,-0.9,3.5,2.0,-0.6,12,10
1182,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185122,-0.3,733.0,752.1,0.0,95,6,11,12,-4.2,3.5,4.0,-1.0,12,10
1183,70.0,80.0,0,70,0.0,77.5,80,65,95.0,100.0,100.0,70.0,90,185123,0.1,732.1,751.1,0.0,96,6,12,12,-0.9,3.5,10.0,-0.5,12,10
1184,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,730493,-11.5,744.1,767.7,-0.6,77,5,11,10,-0.9,3.5,50.0,-14.8,12,10
1185,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,730498,-11.2,744.7,768.3,-0.4,81,4,11,10,-0.9,-10.9,50.0,-13.8,12,10
1186,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,730503,-11.1,745.1,768.7,-0.4,73,5,11,10,-0.9,3.5,50.0,-15.1,12,10
1187,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,730508,-12.1,745.5,769.2,-0.3,70,4,11,10,-0.9,3.5,50.0,-16.5,12,10
1188,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,730513,-16.1,745.8,769.9,-0.4,77,7,11,10,-0.9,3.5,50.0,-19.3,12,10
1189,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,730518,-17.4,746.2,770.3,-0.3,80,6,11,12,-17.4,3.5,50.0,-20.1,12,10
1190,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,730523,-17.1,746.5,770.8,-0.8,80,5,11,12,-0.9,3.5,50.0,-19.7,12,10
1191,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,730528,-16.7,747.3,771.4,-0.2,80,4,11,12,-0.9,3.5,50.0,-19.4,12,10
1192,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730369,-1.5,736.3,758.8,1.9,95,1,11,12,-0.9,3.5,10.0,-2.2,12,10
1193,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730374,-0.4,734.4,756.7,2.9,95,4,11,12,-0.9,4.6,10.0,-1.1,12,10
1194,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730379,1.9,731.5,753.6,2.8,98,4,11,11,-0.9,3.5,10.0,1.6,12,10
1195,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730384,3.8,728.7,750.4,0.5,99,5,11,12,-0.9,3.5,10.0,3.7,12,10
1196,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730389,1.8,728.2,750.1,-3.0,99,7,11,11,-0.9,3.5,10.0,1.7,12,10
1197,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730394,-1.1,731.2,753.4,-3.0,99,3,11,12,-5.1,3.5,4.0,-1.3,12,10
1198,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730399,-3.8,734.2,756.8,-2.2,97,3,11,12,-0.9,3.5,0.5,-4.2,12,10
1199,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730404,-4.7,736.4,759.1,-0.1,97,1,11,12,-0.9,3.5,0.2,-5.1,12,10
1200,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730329,-4.0,742.9,765.8,0.6,91,3,11,12,-0.9,3.5,10.0,-5.2,12,10
1201,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730334,-4.0,742.3,765.2,0.6,91,3,11,12,-0.9,-3.1,10.0,-5.3,12,10
1202,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730339,-3.7,741.7,764.4,0.7,86,3,11,12,-0.9,3.5,10.0,-5.7,12,10
1203,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730344,-3.5,741.0,763.7,0.7,89,3,11,12,-0.9,3.5,10.0,-5.0,12,10
1204,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730349,-4.0,740.3,763.1,0.8,86,2,11,12,-4.1,3.5,20.0,-6.0,12,10
1205,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730354,-4.0,739.5,762.2,1.1,82,2,11,12,-4.0,3.5,20.0,-6.6,12,10
1206,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730359,-1.5,738.4,760.9,1.1,94,2,11,12,-0.9,3.5,20.0,-2.3,12,10
1207,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730364,-1.4,737.3,759.7,1.0,96,2,11,12,-0.9,3.5,10.0,-2.0,12,10
1208,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730089,-5.7,741.7,764.7,-0.7,86,5,11,12,-0.9,3.5,20.0,-7.7,12,10
1209,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730094,-5.0,742.4,765.4,-0.5,92,4,11,12,-0.9,-2.5,20.0,-6.1,12,10
1210,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730099,-3.4,742.9,765.7,-0.4,82,3,11,12,-0.9,3.5,20.0,-6.0,12,10
1211,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730104,-2.8,743.3,766.0,-0.1,77,2,11,12,-0.9,3.5,20.0,-6.3,12,10
1212,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730109,-4.8,743.4,766.3,-0.1,91,4,11,12,-0.9,3.5,20.0,-6.1,12,10
1213,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730114,-4.9,743.5,766.4,0.5,94,3,11,12,-5.0,3.5,20.0,-5.8,12,10
1214,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730119,-4.6,743.0,766.0,0.3,96,2,11,12,-0.9,3.5,20.0,-5.1,12,10
1215,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,730124,-4.3,742.7,765.5,0.6,95,2,11,12,-0.9,3.5,20.0,-5.0,12,10
1216,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,624340,-8.2,740.8,755.2,0.0,70,3,11,10,-8.9,3.5,50.0,-12.7,12,10
1217,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,735714,14.7,718.9,739.6,0.0,87,4,11,12,-0.9,3.5,20.0,12.5,12,10
1218,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,735719,16.5,739.75,760.0,0.0,92,3,11,12,-0.9,20.9,50.0,15.2,12,10
1219,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,735724,18.7,719.1,739.6,-0.7,85,3,11,12,-0.9,3.5,10.0,16.2,12,10
1220,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,735729,19.4,719.8,740.2,-1.2,98,2,11,12,-0.9,3.5,10.0,19.1,12,10
1221,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,735734,16.4,721.0,741.7,0.0,99,3,11,12,-0.9,3.5,20.0,16.2,12,10
1222,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,735739,15.8,739.75,760.0,0.0,98,2,11,12,14.5,3.5,0.5,15.5,12,10
1223,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,735744,14.7,724.3,760.0,-1.7,99,2,11,12,-0.9,3.5,50.0,14.5,12,10
1224,90.0,90.0,90,0,0.0,90.0,90,90,90.0,90.0,90.0,90.0,90,735749,14.6,726.0,746.9,0.0,98,1,11,12,-0.9,3.5,50.0,14.3,12,10
1225,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,725183,3.5,732.2,754.1,-1.1,68,2,11,12,-0.9,3.5,20.0,-1.9,12,10
1226,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,725188,4.8,733.3,755.2,-1.1,62,1,11,12,-0.9,7.9,50.0,-1.9,12,10
1227,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,725193,6.7,734.4,756.1,-0.9,53,2,11,12,-0.9,3.5,50.0,-2.2,12,10
1228,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,725198,7.4,735.3,757.0,-1.4,50,2,11,12,-0.9,3.5,50.0,-2.4,12,10
1229,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,725203,3.7,736.7,758.7,-1.4,67,2,11,12,-0.9,3.5,50.0,-2.0,12,10
1230,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,725208,-1.5,738.1,760.5,-0.9,91,3,11,12,-3.0,3.5,20.0,-2.8,12,10
1231,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,725213,-1.9,739.0,761.6,-0.9,93,1,11,12,-0.9,3.5,20.0,-2.9,12,10
1232,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,725218,2.5,739.9,762.1,-0.8,67,0,11,12,-0.9,3.5,20.0,-3.0,12,10
1233,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,211909,13.4,741.4,757.9,0.0,95,3,11,12,-0.9,3.5,20.0,12.6,12,10
1234,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,211910,14.4,741.3,757.7,0.0,94,1,11,12,-0.9,15.6,20.0,13.4,12,10
1235,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,211911,15.5,740.9,757.3,0.0,86,1,11,12,-0.9,3.5,20.0,13.1,12,10
1236,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,211912,15.4,740.6,757.0,0.0,82,0,11,12,-0.9,3.5,20.0,12.4,12,10
1237,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,211913,14.3,739.8,756.1,0.0,88,1,11,12,-0.9,3.5,20.0,12.3,12,10
1238,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,211914,13.3,739.0,755.5,0.0,94,2,11,12,13.0,3.5,10.0,12.4,12,12
1239,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,211915,13.5,738.3,754.7,0.0,95,2,11,12,-0.9,3.5,10.0,12.7,12,10
1240,0.0,90.0,0,0,0.0,0.0,80,90,0.0,0.0,0.0,0.0,0,211916,13.8,737.6,754.0,0.0,94,2,11,12,-0.9,3.5,20.0,12.9,12,10
1241,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,717863,7.8,735.7,757.3,0.6,97,3,11,12,-0.9,3.5,20.0,7.3,12,10
1242,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,717868,8.2,735.1,756.7,0.3,97,3,11,12,-0.9,8.2,20.0,7.8,12,10
1243,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,717873,7.8,734.8,756.4,-0.4,96,3,11,12,-0.9,3.5,20.0,7.2,12,10
1244,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,717878,7.1,735.2,756.9,-0.5,96,5,11,13,-0.9,3.5,10.0,6.5,12,10
1245,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,717883,6.4,735.7,757.4,-1.0,97,4,11,12,6.2,3.5,10.0,5.9,12,10
1246,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,717888,6.5,736.7,758.5,-1.3,91,4,11,12,6.4,3.5,20.0,5.1,12,6
1247,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,717893,6.6,738.0,759.7,-1.2,87,4,11,12,-0.9,3.5,20.0,4.5,12,10
1248,81.05,91.88,0,0,0.0,0.0,0,100,100.0,78.5,51.5,55.71,0,717898,6.7,739.2,761.0,-0.4,87,3,11,12,-0.9,3.5,20.0,4.7,12,10
1249,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,621225,-13.3,751.5,766.4,0.0,81,2,11,12,-0.9,-10.1,4.0,-15.9,12,10
1250,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,621230,-12.1,749.2,764.1,0.0,76,3,11,12,-0.9,3.5,50.0,-15.5,12,10
1251,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,621235,-10.8,746.8,761.5,1.1,84,1,11,12,-10.8,3.5,4.0,-13.0,12,10
1252,57.0,75.0,0,0,35.0,65.0,80,75,95.8,99.8,99.8,87.0,90,621240,-10.4,745.7,760.3,1.1,86,1,11,12,-0.9,3.5,50.0,-12.3,12,10
